user_id	question	response	sequence_label
6	What's on your mind lately? Feeling overwhelmed at all?	So many things are swirling around in my head. Mostly about finances and whether I'm making the right choices. Yeah, I feel pretty overwhelmed, to be honest.	anxiety
6	Any big worries today? How's your mood been?	Yeah, I'm worried about money, as always. My mood has been pretty low, like I'm just waiting for something bad to happen.	anxiety
6	Feeling overwhelmed at all? How's your mood been?	Definitely feeling overwhelmed. Just so much to do and not enough time. My mood is bleh. Just blah.	anxiety
7	Any big worries today? How's your mood been?	Yeah, I have a presentation at work tomorrow and I'm super nervous about it. My mood is kinda low, I keep thinking about all the things that could go wrong.	anxiety
7	How's your focus been? How's your mood been?	My focus has been terrible, honestly. I keep getting distracted and can't seem to concentrate on anything. My mood's been pretty anxious because of it.	anxiety
7	How have you been sleeping? Any big worries today?	Not great. I keep waking up in the middle of the night. And yeah, I'm worried about a lot of things, mostly work stuff.	anxiety
7	How was your energy yesterday? How have you been sleeping?	My energy was pretty low. I slept okay, but I still feel exhausted.	anxiety
7	What's on your mind lately? Feeling overwhelmed at all?	Ugh, just everything. Work, money, relationships... I feel super overwhelmed, like I'm drowning.	anxiety
7	How was your energy yesterday? What's on your mind lately?	My energy was pretty low. I just keep thinking about all the things I need to do and how I'm probably going to fail.	anxiety
7	Feeling overwhelmed at all? How's your focus been?	Definitely feeling overwhelmed. My focus is all over the place, I can't seem to get anything done.	anxiety
8	How have you been sleeping? Any big worries today?	Ugh, not great. I keep waking up in the middle of the night thinking about work, and if I'm doing enough, and if everyone hates me. It's a fun spiral.	anxiety
8	How was your energy yesterday? How have you been sleeping?	Pretty low, actually. I tossed and turned all night. I kept thinking I forgot to turn the oven off or something, even though I know I did.	anxiety
8	What's on your mind lately? Feeling overwhelmed at all?	Everything, honestly. Work stuff, family stuff, money... the usual. Yeah, overwhelmed is probably an understatement. I feel like I'm drowning.	anxiety
8	How was your energy yesterday? What's on your mind lately?	Ehhh, I was okay until the evening. Then I started thinking about my presentation next week and spiraled about messing it up and getting fired. So, not great.	anxiety
8	How's your focus been? How's your mood been?	Focus? What's focus? Haha. Seriously, it's been terrible. I can't seem to concentrate on anything for more than like, five minutes. My mood is bleh. Anxious and kinda down, I guess.	anxiety
8	How's your focus been? Any big worries today?	Terrible! I keep getting distracted and can't seem to concentrate. And yeah, I'm stressing about my doctor's appointment tomorrow and what they might find.	anxiety
8	Feeling overwhelmed at all? How's your mood been?	OMG, yes! So overwhelmed. I have a million things to do and I can't even figure out where to start. My mood has been all over the place. Irritable, sad, anxious... the whole shebang.	anxiety
9	How's your focus been? Any big worries today?	My focus has been terrible, honestly. I keep getting distracted by worst-case scenarios playing out in my head. Yeah, I'm worried about a presentation I have to give next week. What if I freeze up?	anxiety
9	What's on your mind lately? Feeling overwhelmed at all?	So much is on my mind. Mostly work stuff, but also just general life anxieties, you know? Definitely feeling overwhelmed. It feels like I'm constantly playing catch-up and never quite getting there.	anxiety
9	How was your energy yesterday? How have you been sleeping?	My energy was pretty low. I didn't sleep well at all. I kept waking up in the middle of the night thinking about everything I have to do.	anxiety
9	Any big worries today? How's your mood been?	I'm worried about messing up a project at work. My mood's been kind of down, on edge, you know? Just waiting for something bad to happen.	anxiety
9	How was your energy yesterday? What's on your mind lately?	My energy was totally drained yesterday. My mind has been racing with thoughts about whether I'm making the right decisions in life.	anxiety
9	Feeling overwhelmed at all? How's your focus been?	Yeah, I'm feeling super overwhelmed. Like I can't keep up. And my focus is shot. I start one thing and then immediately get distracted by another worry.	anxiety
9	How have you been sleeping? How's your mood been?	My sleep has been awful. Tossing and turning, waking up early, just not restful. My mood's pretty blah, anxious.	anxiety
10	How was your energy yesterday? What's on your mind lately?	Ugh, my energy was pretty low. I think it's because I keep replaying this conversation I had at work in my head, wondering if I said the wrong thing. And now I'm worried my boss thinks I'm incompetent.	anxiety
10	How's your focus been? How's your mood been?	My focus is all over the place. I start one thing and then immediately think of ten other things I need to do. My mood's been pretty bad, just generally anxious and on edge.	anxiety
10	How have you been sleeping? How's your mood been?	Sleeping has been rough. I keep waking up in the middle of the night with my mind racing. My mood is suffering too, I'm irritable and just feel blah.	anxiety
10	What's on your mind lately? Feeling overwhelmed at all?	I'm just really worried about this upcoming presentation at work. What if I freeze? What if I mess it up? I'm definitely feeling overwhelmed, yeah.	anxiety
10	How was your energy yesterday? How have you been sleeping?	Yesterday was exhausting. I think I only made it because of coffee. I didn't sleep well, kept tossing and turning thinking about all the things I have to do.	anxiety
10	Feeling overwhelmed at all? Any big worries today?	Overwhelmed is an understatement. Just thinking about everything makes my chest tight. I'm worried about paying bills, and whether I'm doing enough.	anxiety
10	How's your focus been? Any big worries today?	My focus has been awful. I can't seem to concentrate on anything for more than a few minutes. And yeah, I'm really worried about this health thing with my family member. I can't stop thinking about it.	anxiety
11	How was your energy yesterday? What's on your mind lately?	Ugh, yesterday was rough. I was just so restless all day. I keep thinking about work... like, am I doing enough? And I have this stupid presentation next week that I'm already stressing about.	anxiety
11	What's on your mind lately? How's your focus been?	Just a lot of what-ifs, honestly. What if I mess up this project? What if people don't like me? My focus is terrible. I keep getting distracted and then I panic because I'm behind.	anxiety
11	How's your focus been? How's your mood been?	Terrible. I can't concentrate on anything for more than like, 5 minutes. My mood is...bleh. Irritable, mostly. And just generally on edge.	anxiety
11	How was your energy yesterday? How have you been sleeping?	I was pretty tired yesterday, but also wired? It's weird. Sleep has been awful. I keep waking up in the middle of the night thinking about all the things I need to do.	anxiety
11	Feeling overwhelmed at all? Any big worries today?	Overwhelmed is an understatement. I have so many deadlines and I feel like I'm drowning. And yeah, I'm super worried about letting everyone down.	anxiety
11	Any big worries today? How's your mood been?	My biggest worry is definitely failing at something important. I know it sounds dramatic, but it's true. My mood has been pretty low, just anxious and down.	anxiety
11	How have you been sleeping? Feeling overwhelmed at all?	Not great, I keep waking up. And yeah, definitely feeling overwhelmed. There's just too much to do and not enough time.	anxiety
12	How's your focus been? Any big worries today?	My focus has been crap, honestly. Yeah, I'm super worried about this presentation I have to give next week. Keep thinking I'll mess it up somehow.	anxiety
12	What's on your mind lately? How's your focus been?	Ugh, just everything feels overwhelming. Work, bills, like I'm forgetting something important. My focus is shot. I can't seem to concentrate on anything for more than a few minutes.	anxiety
12	Any big worries today? How's your mood been?	Yeah, I'm worried about my mom. She hasn't been feeling well. My mood has been pretty low, I guess. Just blah.	anxiety
12	How was your energy yesterday? How have you been sleeping?	Energy was low. I'm so tired all the time. I've been waking up a lot in the middle of the night, just thinking.	anxiety
12	How have you been sleeping? Feeling overwhelmed at all?	Not great. Tossing and turning. Definitely feeling overwhelmed. It's like everything is too much.	anxiety
12	How was your energy yesterday? What's on your mind lately?	My energy was okay, I guess, until the afternoon. Then I crashed. I'm just thinking about all the things I have to do and how I'm not going to get them done.	anxiety
12	Feeling overwhelmed at all? How's your mood been?	Definitely overwhelmed. Just the thought of doing anything is exhausting. My mood is pretty bad. I feel on edge all the time.	anxiety
13	How was your energy yesterday? How have you been sleeping?	My energy was pretty low, honestly. I think I slept okay, but I woke up a lot, thinking about everything that could go wrong at work.	anxiety
13	How have you been sleeping? How's your focus been?	Not great, I keep waking up. My focus has been terrible too. I start one thing and then get distracted by a million different thoughts and end up not finishing anything.	anxiety
13	Any big worries today? How's your mood been?	Ugh, yeah, so many. Work stuff mostly, but also just like, everything. My mood has been pretty down. I keep feeling like something bad is about to happen.	anxiety
13	How was your energy yesterday? What's on your mind lately?	I was exhausted yesterday, I think from being so stressed all day. I can't seem to shut my brain off lately, just rehashing every awkward conversation I've ever had.	anxiety
13	Feeling overwhelmed at all? Any big worries today?	Definitely overwhelmed. Just thinking about all the things I need to do makes me want to hide under the covers. And yeah, I'm worried about a presentation I have to give next week. I'm convinced I'm going to mess it up.	anxiety
13	What's on your mind lately? How's your focus been?	Just constant worries, mostly. I can't seem to concentrate on anything for more than a few minutes without getting sidetracked by anxious thoughts.	anxiety
13	Feeling overwhelmed at all? How's your mood been?	Yeah, a lot. I feel like I'm drowning in to-dos. My mood is bleh, just blah.	anxiety
14	Feeling overwhelmed at all? How's your focus been?	Yeah, feeling pretty overwhelmed. Can't seem to focus on anything for more than a few minutes. My mind keeps jumping around.	anxiety
14	Any big worries today? How's your mood been?	I'm worried about a bunch of stuff, mostly work. My mood has been kinda down, like I'm waiting for something bad to happen.	anxiety
14	How have you been sleeping? Any big worries today?	Not great. I keep waking up in the middle of the night. Yeah, I'm worried about getting everything done at work and if I'm doing a good job.	anxiety
14	What's on your mind lately? How's your focus been?	Just work, mostly. I can't stop thinking about deadlines and if I'm going to mess something up. My focus is terrible.	anxiety
14	How was your energy yesterday? How have you been sleeping?	Pretty low, to be honest. I tossed and turned all night, couldn't really get comfortable.	anxiety
14	Feeling overwhelmed at all? How's your mood been?	Definitely overwhelmed. Everything feels like a huge weight. My mood is just anxious and irritable.	anxiety
14	How was your energy yesterday? What's on your mind lately?	Pretty low. I just feel drained all the time. I'm constantly thinking about work, and also if I am eating healthy or exercising enough.	anxiety
15	How was your energy yesterday? What's on your mind lately?	My energy was pretty low. I keep thinking about all the things I have to do and I'm worried I won't get them done.	anxiety
15	Feeling overwhelmed at all? Any big worries today?	Yeah, totally overwhelmed. I have this presentation at work and I'm terrified I'm going to mess it up and everyone will think I'm incompetent.	anxiety
15	How have you been sleeping? Any big worries today?	Not great. I keep waking up in the middle of the night thinking about all the things that could go wrong with my family's finances.	anxiety
15	How was your energy yesterday? How have you been sleeping?	Yesterday I was exhausted. And I haven't been sleeping well, I keep waking up worrying.	anxiety
15	What's on your mind lately? How's your focus been?	I can't seem to stop thinking about my health, like every little ache and pain is something serious. My focus is terrible, I keep getting distracted.	anxiety
15	How's your focus been? How's your mood been?	My focus is shot, like I can't concentrate on anything. And my mood is just... blah. Anxious and down.	anxiety
15	Feeling overwhelmed at all? How's your mood been?	Completely overwhelmed. I feel like I'm drowning in responsibilities. And my mood has been awful, just irritable and anxious all the time.	anxiety
16	Feeling overwhelmed at all? How's your focus been?	Yeah, totally overwhelmed. My focus is shot, like I can't concentrate on anything for more than a few minutes. It's making me even more stressed.	anxiety
16	How have you been sleeping? How's your mood been?	Sleeping? Ugh, it's been rough. I toss and turn, and when I do fall asleep, I have weird dreams. My mood is just...blah. Anxious and irritable mostly.	anxiety
16	How was your energy yesterday? What's on your mind lately?	Yesterday, I was exhausted. Just drained. Lately, I can't stop thinking about work. What if I mess up that presentation? What if they fire me? I know it's probably irrational, but I can't help it.	anxiety
16	Feeling overwhelmed at all? Any big worries today?	Overwhelmed is an understatement. My biggest worry is probably failing, in general. Like I'm not good enough and everyone will find out.	anxiety
16	How was your energy yesterday? How have you been sleeping?	Yesterday I was pretty tired, and I didn't sleep great, kept waking up thinking about all the stuff I have to do.	anxiety
16	What's on your mind lately? How's your focus been?	I keep thinking about all the things that could go wrong. Like with my family, my job, everything. And my focus is terrible, I can't seem to concentrate on anything for more than a few minutes.	anxiety
16	Any big worries today? How's your mood been?	I'm worried about money, like always. And my mood is just...down. I feel on edge all the time.	anxiety
17	Feeling overwhelmed at all? Any big worries today?	Yeah, a bit overwhelmed. Just the usual work stuff, but it feels like it's all piling up. Like I'm going to miss a deadline or something.	anxiety
17	Feeling overwhelmed at all? How's your mood been?	Overwhelmed, definitely. My mood's been kinda down too, like I'm on edge all the time.	anxiety
17	How was your energy yesterday? How have you been sleeping?	My energy was so low yesterday. And I haven't been sleeping well at all. Tossing and turning, then waking up super early and just lying there worrying.	anxiety
17	How's your focus been? Any big worries today?	My focus is terrible. I keep getting distracted. I'm worried about letting my family down, I don't know.	anxiety
17	What's on your mind lately? How's your focus been?	I can't stop thinking about whether I am good enough. My focus has been awful, I keep spacing out.	anxiety
17	How was your energy yesterday? What's on your mind lately?	Yesterday I was totally wiped. I keep thinking about everything that could go wrong, you know?	anxiety
17	How have you been sleeping? How's your mood been?	Sleeping? What's that? Seriously, it's been awful. And my mood's been all over the place. Irritable, mostly.	anxiety
18	Feeling overwhelmed at all? How's your focus been?	Yeah, pretty overwhelmed. It's like my brain is a million tabs open all at once. Focus is...not great. I keep getting distracted, even by dumb stuff.	anxiety
18	How's your focus been? How's your mood been?	My focus has been awful, I keep jumping from one thing to the next. And my mood...ugh, kinda on edge, you know? Just waiting for something bad to happen.	anxiety
18	How have you been sleeping? Feeling overwhelmed at all?	Sleeping has been rough. Tossing and turning, waking up a lot. And yeah, definitely feeling overwhelmed. Just a lot of "what ifs" swirling around in my head.	anxiety
18	How was your energy yesterday? What's on your mind lately?	Energy was so low yesterday. I just felt drained. And lately, I can't stop thinking about work, and if I'm doing enough, or if I'm going to get fired. Dumb, I know.	anxiety
18	What's on your mind lately? Any big worries today?	Ugh, so much on my mind. Mostly work stuff, and just general worries about the future. And yeah, I'm really worried about this presentation I have to give. What if I mess it up?	anxiety
18	Any big worries today? How's your mood been?	Yeah, I'm worried about failing this project. And my mood's been pretty low, honestly. Just feel kinda blah and anxious.	anxiety
18	How was your energy yesterday? How have you been sleeping?	Energy was crap yesterday. I was so tired I could barely get off the couch. And sleep has been awful. I keep waking up in the middle of the night with my heart racing.	anxiety
19	How was your energy yesterday? What's on your mind lately?	My energy was pretty low. I keep thinking about all the things I need to get done and just feeling like I can't.	anxiety
19	Feeling overwhelmed at all? How's your mood been?	Yeah, totally overwhelmed. My mood has been pretty bad, I keep snapping at people.	anxiety
19	What's on your mind lately? Any big worries today?	Just work, mostly. And yeah, I'm worried about messing up this big presentation.	anxiety
19	How was your energy yesterday? How have you been sleeping?	Ugh, yesterday I was so tired. My sleep's been awful, I keep waking up in the middle of the night.	anxiety
19	How's your focus been? How's your mood been?	Terrible. I can't seem to concentrate on anything. And my mood has been all over the place, mostly down.	anxiety
19	How have you been sleeping? Feeling overwhelmed at all?	Not great. I'm waking up a lot. And yeah, super overwhelmed. I feel like I'm drowning.	anxiety
19	How's your focus been? Any big worries today?	My focus is shot. I keep getting distracted. And yeah, I'm really worried about my mom's health.	anxiety
20	How was your energy yesterday? How have you been sleeping?	Yesterday I was so tired, but I still couldn't fall asleep until like, 2 AM. Then I woke up a bunch of times. Pretty normal for me, I guess.	anxiety
20	Feeling overwhelmed at all? How's your mood been?	Yeah, overwhelmed doesn't even begin to cover it. My mood is…fragile. Like, anything could set me off.	anxiety
20	What's on your mind lately? Any big worries today?	Everything is on my mind. Literally everything. And yeah, I'm worried about a million things today, mostly work stuff and if I'm doing anything right.	anxiety
20	How have you been sleeping? How's your focus been?	Terrible. I keep waking up in the middle of the night. Focus is non-existent. I start one thing and then immediately get distracted by another worry.	anxiety
20	Any big worries today? How's your mood been?	Always big worries. Today it's mostly about screwing up at work. My mood is pretty low, just waiting for something bad to happen.	anxiety
20	Feeling overwhelmed at all? How's your focus been?	Super overwhelmed. I can't seem to concentrate on anything for more than five minutes.	anxiety
20	How was your energy yesterday? What's on your mind lately?	Energy was low. I spent most of the day just trying not to think about all the things I'm behind on. That's pretty much always on my mind.	anxiety
21	What's on your mind lately? Any big worries today?	Yesterday I was so tired, but I still couldn't fall asleep until like, 2 AM. Then I woke up a bunch of times. Pretty normal for me, I guess.	anxiety
21	Feeling overwhelmed at all? Any big worries today?	Yeah, overwhelmed doesn't even begin to cover it. My mood is…fragile. Like, anything could set me off.	anxiety
21	How have you been sleeping? How's your focus been?	Everything is on my mind. Literally everything. And yeah, I'm worried about a million things today, mostly work stuff and if I'm doing anything right.	anxiety
21	Feeling overwhelmed at all? How's your mood been?	Terrible. I keep waking up in the middle of the night. Focus is non-existent. I start one thing and then immediately get distracted by another worry.	anxiety
21	How was your energy yesterday? How have you been sleeping?	Always big worries. Today it's mostly about screwing up at work. My mood is pretty low, just waiting for something bad to happen.	anxiety
21	How's your focus been? How's your mood been?	Super overwhelmed. I can't seem to concentrate on anything for more than five minutes.	anxiety
21	How was your energy yesterday? What's on your mind lately?	Energy was low. I spent most of the day just trying not to think about all the things I'm behind on. That's pretty much always on my mind.	anxiety
22	How have you been sleeping? Any big worries today?	Yesterday I was so tired, but I still couldn't fall asleep until like, 2 AM. Then I woke up a bunch of times. Pretty normal for me, I guess.	anxiety
22	What's on your mind lately? Any big worries today?	Yeah, overwhelmed doesn't even begin to cover it. My mood is…fragile. Like, anything could set me off.	anxiety
22	How was your energy yesterday? What's on your mind lately?	Everything is on my mind. Literally everything. And yeah, I'm worried about a million things today, mostly work stuff and if I'm doing anything right.	anxiety
22	How was your energy yesterday? How have you been sleeping?	Terrible. I keep waking up in the middle of the night. Focus is non-existent. I start one thing and then immediately get distracted by another worry.	anxiety
22	Feeling overwhelmed at all? How's your mood been?	Always big worries. Today it's mostly about screwing up at work. My mood is pretty low, just waiting for something bad to happen.	anxiety
22	Feeling overwhelmed at all? How's your focus been?	Super overwhelmed. I can't seem to concentrate on anything for more than five minutes.	anxiety
22	How's your focus been? How's your mood been?	Energy was low. I spent most of the day just trying not to think about all the things I'm behind on. That's pretty much always on my mind.	anxiety
23	How was your energy yesterday? What's on your mind lately?	Yesterday I was so tired, but I still couldn't fall asleep until like, 2 AM. Then I woke up a bunch of times. Pretty normal for me, I guess.	anxiety
23	How was your energy yesterday? How have you been sleeping?	Yeah, overwhelmed doesn't even begin to cover it. My mood is…fragile. Like, anything could set me off.	anxiety
23	Feeling overwhelmed at all? Any big worries today?	Everything is on my mind. Literally everything. And yeah, I'm worried about a million things today, mostly work stuff and if I'm doing anything right.	anxiety
23	What's on your mind lately? Any big worries today?	Terrible. I keep waking up in the middle of the night. Focus is non-existent. I start one thing and then immediately get distracted by another worry.	anxiety
23	How's your focus been? How's your mood been?	Always big worries. Today it's mostly about screwing up at work. My mood is pretty low, just waiting for something bad to happen.	anxiety
23	How have you been sleeping? How's your mood been?	Super overwhelmed. I can't seem to concentrate on anything for more than five minutes.	anxiety
23	Feeling overwhelmed at all? How's your focus been?	Energy was low. I spent most of the day just trying not to think about all the things I'm behind on. That's pretty much always on my mind.	anxiety
24	What's on your mind lately? Any big worries today?	Ugh, so much. Work is crazy busy, and I'm worried about messing something up. Also, my mom's been having some health issues, and I'm constantly thinking about that. Just feels like a lot.	anxiety
24	How's your focus been? Any big worries today?	Terrible. I can't seem to concentrate on anything. My mind keeps racing, mostly about work and if I'm doing a good enough job. I keep thinking I'm going to get fired.	anxiety
24	Feeling overwhelmed at all? How's your mood been?	Definitely overwhelmed. My mood's been pretty low, bordering on panicky. I feel like I'm constantly on edge and about to burst into tears.	anxiety
24	How was your energy yesterday? How have you been sleeping?	My energy was totally drained. I slept horribly, tossing and turning all night. I kept waking up thinking about everything I have to do.	anxiety
24	Feeling overwhelmed at all? How's your focus been?	Yes, absolutely overwhelmed. And my focus is shot. I start one thing, and then my mind jumps to five other things, and I end up not doing anything well.	anxiety
24	How was your energy yesterday? What's on your mind lately?	Pretty low. I think I managed to get through the day okay, but I was exhausted by evening. My head's just full of worries, mostly about finances and if I'll ever get on top of things.	anxiety
24	How have you been sleeping? How's your mood been?	Not great. I wake up several times during the night. I've been feeling pretty down and irritable. Everything feels like a huge effort.	anxiety
25	Any big worries today? How's your mood been?	Ugh, yeah, I'm super worried about this presentation at work. My mood's been pretty bad, kinda on edge all day.	anxiety
25	How's your focus been? Any big worries today?	Focus is shot, as usual. I keep thinking about messing up that presentation, like what if I completely blank?	anxiety
25	Feeling overwhelmed at all? How's your focus been?	Totally overwhelmed. My brain's all over the place. Focus is zero.	anxiety
25	How was your energy yesterday? How have you been sleeping?	Yesterday I was exhausted. I slept okay, but I woke up a lot thinking about everything I need to do.	anxiety
25	How was your energy yesterday? What's on your mind lately?	Yesterday was a struggle. I've been thinking about whether I'm good enough at my job. It's been making me feel awful.	anxiety
25	What's on your mind lately? How's your mood been?	I can't stop thinking about all the things that could go wrong. My mood has been terrible - jumpy and sad.	anxiety
25	How have you been sleeping? Feeling overwhelmed at all?	I haven't been sleeping well at all. Tossing and turning, then I wake up feeling like I've barely slept. I'm definitely feeling overwhelmed.	anxiety
26	How's your focus been? How's your mood been?	My focus has been all over the place, like I can't concentrate on anything for more than a few minutes. My mood? Pretty anxious, if I'm being honest.	anxiety
26	How have you been sleeping? Feeling overwhelmed at all?	Sleeping has been rough. I keep waking up in the middle of the night. Overwhelmed? Yeah, constantly.	anxiety
26	How was your energy yesterday? What's on your mind lately?	My energy was totally drained yesterday. I think I just spent most of the day on the couch. Lately, I've been worrying a lot about work and if I'm doing enough.	anxiety
26	Feeling overwhelmed at all? Any big worries today?	Overwhelmed is my default setting these days. Big worries? Just the usual - failing, disappointing people, you know... the standard stuff.	anxiety
26	How was your energy yesterday? How have you been sleeping?	My energy was low yesterday. I slept terribly, tossing and turning all night.	anxiety
26	How's your focus been? Any big worries today?	My focus has been terrible, like my brain is a browser with too many tabs open. I'm really worried about an upcoming presentation at work.	anxiety
26	What's on your mind lately? How's your mood been?	I can't stop thinking about all the things that could go wrong. My mood is pretty down, I keep feeling on edge.	anxiety
27	Any big worries today? How's your mood been?	Yeah, a little. I have this presentation coming up and I'm terrified I'll freeze. My mood's been pretty anxious, like a low-level dread.	anxiety
27	What's on your mind lately? How's your mood been?	Just work, mostly. And if I'm doing a good job, and if people like me. You know, the usual. My mood's been kinda down and restless.	anxiety
27	How was your energy yesterday? How have you been sleeping?	Ugh, my energy was crap. I kept feeling like I needed to nap, but I couldn't relax enough to actually sleep. Sleeping has been awful, tossing and turning and waking up a bunch.	anxiety
27	Feeling overwhelmed at all? How's your focus been?	Overwhelmed is my default state, haha. My focus is shot. I start one thing and then immediately think of five other things I should be doing instead.	anxiety
27	How was your energy yesterday? What's on your mind lately?	Pretty low, honestly. And I can't stop thinking about all the things I *should* be doing, and how I'm probably failing at everything.	anxiety
27	Feeling overwhelmed at all? Any big worries today?	Definitely overwhelmed. I keep thinking about this thing at work, and I'm worried I'm going to get in trouble for something stupid.	anxiety
